ISO Week Start Date,Country,Account,Product,Value in USD
2013-12-30,Mexico,Labor,Overhead,17513.0
2013-12-30,Mexico,Raw Materials,Overhead,14694.612693037521
2013-12-30,Mexico,Admin,Overhead,7556.0
2013-12-30,Mexico,Utilities,Overhead,3775.0
2014-01-06,United States,Revenue,Product A,76531.0
2014-01-06,United States,Labor,Product A,18226.0
2014-01-06,United States,Raw Materials,Product A,21210.109459315154
2014-01-06,United States,Admin,Product A,8073.0
2014-01-06,United States,Utilities,Product A,4021.0
2014-01-06,United States,Revenue,Product B,37762.97609113595
2014-01-06,United States,Labor,Product B,13843.0
2014-01-06,United States,Raw Materials,Product B,12097.97609113595
2014-01-06,United States,Admin,Product B,5161.0
2014-01-06,United States,Utilities,Product B,3201.0
2014-01-06,United States,Revenue,Overhead,39177.56410681115
2014-01-06,United States,Labor,Overhead,10995.0
2014-01-06,United States,Raw Materials,Overhead,11425.564106811153
2014-01-06,United States,Admin,Overhead,8798.0
2014-01-06,United States,Utilities,Overhead,4275.0
2014-01-06,Canada,Revenue,Product A,74276.0
2014-01-06,Canada,Labor,Product A,11016.0
2014-01-06,Canada,Raw Materials,Product A,13048.10840809297
2014-01-06,Canada,Admin,Product A,5337.0
2014-01-06,Canada,Utilities,Product A,3878.0
2014-01-06,Canada,Revenue,Product B,52225.60858400441
2014-01-06,Canada,Labor,Product B,19268.0
2014-01-06,Canada,Raw Materials,Product B,19936.60858400441
2014-01-06,Canada,Admin,Product B,5379.0
2014-01-06,Canada,Utilities,Product B,3492.0
2014-01-06,Canada,Revenue,Overhead,47738.70979446234
2014-01-06,Canada,Labor,Overhead,17208.0
2014-01-06,Canada,Raw Materials,Overhead,15805.709794462342
2014-01-06,Canada,Admin,Overhead,7568.0
2014-01-06,Canada,Utilities,Overhead,4367.0
2014-01-06,Mexico,Revenue,Product A,98190.0
2014-01-06,Mexico,Labor,Product A,12027.0
2014-01-06,Mexico,Raw Materials,Product A,11033.51291093354
2014-01-06,Mexico,Admin,Product A,5391.0
2014-01-06,Mexico,Utilities,Product A,4698.0
2014-01-06,Mexico,Revenue,Product B,47236.90942453366
2014-01-06,Mexico,Labor,Product B,15892.0
2014-01-06,Mexico,Raw Materials,Product B,18601.909424533656
2014-01-06,Mexico,Admin,Product B,5200.0
2014-01-06,Mexico,Utilities,Product B,4863.0
2014-01-06,Mexico,Revenue,Overhead,36976.34744885922
2014-01-06,Mexico,Labor,Overhead,13104.0
2014-01-06,Mexico,Raw Materials,Overhead,10816.347448859222
2014-01-06,Mexico,Admin,Overhead,5804.0
2014-01-06,Mexico,Utilities,Overhead,5146.0
2014-01-13,United States,Revenue,Product A,74538.0
2014-01-13,United States,Labor,Product A,12731.0
2014-01-13,United States,Raw Materials,Product A,13431.497667129286
2014-01-13,United States,Admin,Product A,7690.0
2014-01-13,United States,Utilities,Product A,6840.0
2014-01-13,United States,Revenue,Product B,37827.30597391856
2014-01-13,United States,Labor,Product B,11028.0
2014-01-13,United States,Raw Materials,Product B,11298.305973918563
2014-01-13,United States,Admin,Product B,5870.0
2014-01-13,United States,Utilities,Product B,5842.0
2014-01-13,United States,Revenue,Overhead,46626.83357830708
2014-01-13,United States,Labor,Overhead,14488.0
2014-01-13,United States,Raw Materials,Overhead,15708.833578307076
2014-01-13,United States,Admin,Overhead,6484.0
2014-01-13,United States,Utilities,Overhead,6762.0
2014-01-13,Canada,Revenue,Product A,91523.0
2014-01-13,Canada,Labor,Product A,10863.0
2014-01-13,Canada,Raw Materials,Product A,11455.730519023378
2014-01-13,Canada,Admin,Product A,6757.0
2014-01-13,Canada,Utilities,Product A,5532.0
2014-01-13,Canada,Revenue,Product B,51115.01240937134
2014-01-13,Canada,Labor,Product B,17574.0
2014-01-13,Canada,Raw Materials,Product B,18308.012409371342
2014-01-13,Canada,Admin,Product B,9636.0
2014-01-13,Canada,Utilities,Product B,4059.0
2014-01-13,Canada,Revenue,Overhead,45179.64045481053
2014-01-13,Canada,Labor,Overhead,16668.0
2014-01-13,Canada,Raw Materials,Overhead,13847.64045481053
2014-01-13,Canada,Admin,Overhead,8157.0
2014-01-13,Canada,Utilities,Overhead,4819.0
2014-01-13,Mexico,Revenue,Product A,55341.97077503391
2014-01-13,Mexico,Labor,Product A,19789.0
2014-01-13,Mexico,Raw Materials,Product A,20844.970775033908
2014-01-13,Mexico,Admin,Product A,8627.0
2014-01-13,Mexico,Utilities,Product A,4363.0
2014-01-13,Mexico,Revenue,Product B,47333.452229812596
2014-01-13,Mexico,Labor,Product B,15450.0
2014-01-13,Mexico,Raw Materials,Product B,14364.452229812594
2014-01-13,Mexico,Admin,Product B,8302.0
2014-01-13,Mexico,Utilities,Product B,5237.0
2014-01-13,Mexico,Revenue,Overhead,49840.76963251903
2014-01-13,Mexico,Labor,Overhead,17392.0
2014-01-13,Mexico,Raw Materials,Overhead,15806.769632519032
2014-01-13,Mexico,Admin,Overhead,7675.0
2014-01-13,Mexico,Utilities,Overhead,3972.0
2014-01-20,United States,Revenue,Product A,71959.0
2014-01-20,United States,Labor,Product A,15864.0
2014-01-20,United States,Raw Materials,Product A,14625.219951767589
2014-01-20,United States,Admin,Product A,9413.0
2014-01-20,United States,Utilities,Product A,6748.0
2014-01-20,United States,Revenue,Product B,48319.0
2014-01-20,United States,Labor,Product B,10663.0
2014-01-20,United States,Raw Materials,Product B,12552.098469127675
2014-01-20,United States,Admin,Product B,6495.0
2014-01-20,United States,Utilities,Product B,6304.0
2014-01-20,United States,Revenue,Overhead,42030.25368701849
2014-01-20,United States,Labor,Overhead,13763.0
2014-01-20,United States,Raw Materials,Overhead,13012.25368701849
2014-01-20,United States,Admin,Overhead,9659.0
2014-01-20,United States,Utilities,Overhead,4291.0
2014-01-20,Canada,Revenue,Product A,73938.0
2014-01-20,Canada,Labor,Product A,13581.0
2014-01-20,Canada,Raw Materials,Product A,14647.403331774867
2014-01-20,Canada,Admin,Product A,8696.0
2014-01-20,Canada,Utilities,Product A,5999.0
2014-01-20,Canada,Revenue,Product B,34555.0
2014-01-20,Canada,Labor,Product B,10698.0
2014-01-20,Canada,Raw Materials,Product B,11166.847697966774
2014-01-20,Canada,Admin,Product B,5854.0
2014-01-20,Canada,Utilities,Product B,4759.0
2014-01-20,Canada,Revenue,Overhead,50536.65543481844
2014-01-20,Canada,Labor,Overhead,17392.0
2014-01-20,Canada,Raw Materials,Overhead,18326.655434818447
2014-01-20,Canada,Admin,Overhead,6707.0
2014-01-20,Canada,Utilities,Overhead,5777.0
2014-01-20,Mexico,Revenue,Product A,54931.0
2014-01-20,Mexico,Labor,Product A,15791.0
2014-01-20,Mexico,Raw Materials,Product A,16125.093907810136
2014-01-20,Mexico,Admin,Product A,8255.0
2014-01-20,Mexico,Utilities,Product A,3122.0
2014-01-20,Mexico,Revenue,Product B,52827.76940058003
2014-01-20,Mexico,Labor,Product B,18958.0
2014-01-20,Mexico,Raw Materials,Product B,21256.769400580026
2014-01-20,Mexico,Admin,Product B,5197.0
2014-01-20,Mexico,Utilities,Product B,6029.0
2014-01-20,Mexico,Revenue,Overhead,39513.0128990029
2014-01-20,Mexico,Labor,Overhead,11930.0
2014-01-20,Mexico,Raw Materials,Overhead,13440.012899002899
2014-01-20,Mexico,Admin,Overhead,8272.0
2014-01-20,Mexico,Utilities,Overhead,4147.0
2014-01-27,United States,Revenue,Product A,65708.0
2014-01-27,United States,Labor,Product A,14282.0
2014-01-27,United States,Raw Materials,Product A,12491.142946212289
2014-01-27,United States,Admin,Product A,7811.0
2014-01-27,United States,Utilities,Product A,6002.0
2014-01-27,United States,Revenue,Product B,50173.472065487775
2014-01-27,United States,Labor,Product B,16546.0
2014-01-27,United States,Raw Materials,Product B,17943.472065487775
2014-01-27,United States,Admin,Product B,7911.0
2014-01-27,United States,Utilities,Product B,4734.0
2014-01-27,United States,Revenue,Overhead,41965.846808540155
2014-01-27,United States,Labor,Overhead,11843.0
2014-01-27,United States,Raw Materials,Overhead,13929.846808540153
2014-01-27,United States,Admin,Overhead,7385.0
2014-01-27,United States,Utilities,Overhead,5919.0
2014-01-27,Canada,Revenue,Product A,58120.0
2014-01-27,Canada,Labor,Product A,14736.0
2014-01-27,Canada,Raw Materials,Product A,15771.587825876335
2014-01-27,Canada,Admin,Product A,9061.0
2014-01-27,Canada,Utilities,Product A,6369.0
2014-01-27,Canada,Revenue,Product B,35617.70251216109
2014-01-27,Canada,Labor,Product B,10262.0
2014-01-27,Canada,Raw Materials,Product B,10918.702512161097
2014-01-27,Canada,Admin,Product B,8643.0
2014-01-27,Canada,Utilities,Product B,3880.0
2014-01-27,Canada,Revenue,Overhead,45741.74433135329
2014-01-27,Canada,Labor,Overhead,12049.0
2014-01-27,Canada,Raw Materials,Overhead,14440.744331353291
2014-01-27,Canada,Admin,Overhead,9548.0
2014-01-27,Canada,Utilities,Overhead,6108.0
2014-01-27,Mexico,Revenue,Product A,92642.0
2014-01-27,Mexico,Labor,Product A,17158.0
2014-01-27,Mexico,Raw Materials,Product A,16053.229261925442
2014-01-27,Mexico,Admin,Product A,6154.0
2014-01-27,Mexico,Utilities,Product A,3403.0
2014-01-27,Mexico,Revenue,Product B,48829.58397258243
2014-01-27,Mexico,Labor,Product B,16295.0
2014-01-27,Mexico,Raw Materials,Product B,15672.583972582435
2014-01-27,Mexico,Admin,Product B,9723.0
2014-01-27,Mexico,Utilities,Product B,3586.0
2014-01-27,Mexico,Revenue,Overhead,37330.46050470963
2014-01-27,Mexico,Labor,Overhead,11648.0
2014-01-27,Mexico,Raw Materials,Overhead,10071.460504709625
2014-01-27,Mexico,Admin,Overhead,8923.0
2014-01-27,Mexico,Utilities,Overhead,3253.0
2014-02-03,United States,Revenue,Product A,52200.0
2014-02-03,United States,Labor,Product A,12557.0
2014-02-03,United States,Raw Materials,Product A,14767.70225477693
2014-02-03,United States,Admin,Product A,9973.0
2014-02-03,United States,Utilities,Product A,3337.0
2014-02-03,United States,Revenue,Product B,41039.50811843601
2014-02-03,United States,Labor,Product B,12869.0
2014-02-03,United States,Raw Materials,Product B,12603.508118436008
2014-02-03,United States,Admin,Product B,9067.0
2014-02-03,United States,Utilities,Product B,3160.0
2014-02-03,United States,Revenue,Overhead,44440.02936984491
2014-02-03,United States,Labor,Overhead,15699.0
2014-02-03,United States,Raw Materials,Overhead,14049.029369844906
2014-02-03,United States,Admin,Overhead,8987.0
2014-02-03,United States,Utilities,Overhead,4527.0
2014-02-03,Canada,Revenue,Product A,83986.0
2014-02-03,Canada,Labor,Product A,16015.0
2014-02-03,Canada,Raw Materials,Product A,17579.156370700337
2014-02-03,Canada,Admin,Product A,8104.0
2014-02-03,Canada,Utilities,Product A,5735.0
2014-02-03,Canada,Revenue,Product B,44722.315555355264
2014-02-03,Canada,Labor,Product B,14555.0
2014-02-03,Canada,Raw Materials,Product B,14606.31555535526
2014-02-03,Canada,Admin,Product B,6045.0
2014-02-03,Canada,Utilities,Product B,5797.0
2014-02-03,Canada,Revenue,Overhead,42382.36496668814
2014-02-03,Canada,Labor,Overhead,11693.0
2014-02-03,Canada,Raw Materials,Overhead,13905.364966688137
2014-02-03,Canada,Admin,Overhead,7485.0
2014-02-03,Canada,Utilities,Overhead,4799.0
2014-02-03,Mexico,Revenue,Product A,98404.0
2014-02-03,Mexico,Labor,Product A,13354.0
2014-02-03,Mexico,Raw Materials,Product A,13003.560942810505
2014-02-03,Mexico,Admin,Product A,5959.0
2014-02-03,Mexico,Utilities,Product A,4504.0
2014-02-03,Mexico,Revenue,Product B,53592.193625762404
2014-02-03,Mexico,Labor,Product B,17996.0
2014-02-03,Mexico,Raw Materials,Product B,17990.1936257624
2014-02-03,Mexico,Admin,Product B,8120.0
2014-02-03,Mexico,Utilities,Product B,6583.0
2014-02-03,Mexico,Revenue,Overhead,57125.91028023919
2014-02-03,Mexico,Labor,Overhead,18208.0
2014-02-03,Mexico,Raw Materials,Overhead,21809.910280239194
2014-02-03,Mexico,Admin,Overhead,6069.0
2014-02-03,Mexico,Utilities,Overhead,6444.0
2014-02-10,United States,Revenue,Product A,81216.0
2014-02-10,United States,Labor,Product A,11060.0
2014-02-10,United States,Raw Materials,Product A,12954.881320888097
2014-02-10,United States,Admin,Product A,5606.0
2014-02-10,United States,Utilities,Product A,6170.0
2014-02-10,United States,Revenue,Product B,37567.73926561812
2014-02-10,United States,Labor,Product B,10699.0
2014-02-10,United States,Raw Materials,Product B,12209.739265618115
2014-02-10,United States,Admin,Product B,5980.0
2014-02-10,United States,Utilities,Product B,5975.0
2014-02-10,United States,Revenue,Overhead,46976.79285825812
2014-02-10,United States,Labor,Overhead,16102.0
2014-02-10,United States,Raw Materials,Overhead,14610.792858258123
2014-02-10,United States,Admin,Overhead,7065.0
2014-02-10,United States,Utilities,Overhead,4816.0
2014-02-10,Canada,Revenue,Product A,88210.0
2014-02-10,Canada,Labor,Product A,15854.0
2014-02-10,Canada,Raw Materials,Product A,18036.86205322998
2014-02-10,Canada,Admin,Product A,8863.0
2014-02-10,Canada,Utilities,Product A,3625.0
2014-02-10,Canada,Revenue,Product B,47874.92403446552
2014-02-10,Canada,Labor,Product B,17455.0
2014-02-10,Canada,Raw Materials,Product B,18649.92403446552
2014-02-10,Canada,Admin,Product B,5154.0
2014-02-10,Canada,Utilities,Product B,5537.0
2014-02-10,Canada,Revenue,Overhead,41681.19266767928
2014-02-10,Canada,Labor,Overhead,11409.0
2014-02-10,Canada,Raw Materials,Overhead,10599.192667679277
2014-02-10,Canada,Admin,Overhead,9341.0
2014-02-10,Canada,Utilities,Overhead,6247.0
2014-02-10,Mexico,Revenue,Product A,69190.0
2014-02-10,Mexico,Labor,Product A,17206.0
2014-02-10,Mexico,Raw Materials,Product A,15785.41650896595
2014-02-10,Mexico,Admin,Product A,6841.0
2014-02-10,Mexico,Utilities,Product A,3920.0
2014-02-10,Mexico,Revenue,Product B,51239.64667214836
2014-02-10,Mexico,Labor,Product B,18716.0
2014-02-10,Mexico,Raw Materials,Product B,15583.646672148361
2014-02-10,Mexico,Admin,Product B,9131.0
2014-02-10,Mexico,Utilities,Product B,3684.0
2014-02-10,Mexico,Revenue,Overhead,35731.35890458204
2014-02-10,Mexico,Labor,Overhead,12368.0
2014-02-10,Mexico,Raw Materials,Overhead,10245.358904582043
2014-02-10,Mexico,Admin,Overhead,7701.0
2014-02-10,Mexico,Utilities,Overhead,3971.0
2014-02-17,United States,Revenue,Product A,63403.0
2014-02-17,United States,Labor,Product A,16002.0
2014-02-17,United States,Raw Materials,Product A,14965.03939997531
2014-02-17,United States,Admin,Product A,7774.0
2014-02-17,United States,Utilities,Product A,4982.0
2014-02-17,United States,Revenue,Product B,36958.0
2014-02-17,United States,Labor,Product B,10853.0
2014-02-17,United States,Raw Materials,Product B,10106.976360041306
2014-02-17,United States,Admin,Product B,8261.0
2014-02-17,United States,Utilities,Product B,4148.0
2014-02-17,United States,Revenue,Overhead,48556.97852578036
2014-02-17,United States,Labor,Overhead,16293.0
2014-02-17,United States,Raw Materials,Overhead,16884.97852578036
2014-02-17,United States,Admin,Overhead,9777.0
2014-02-17,United States,Utilities,Overhead,3837.0
2014-02-17,Canada,Revenue,Product A,52491.0
2014-02-17,Canada,Labor,Product A,13854.0
2014-02-17,Canada,Raw Materials,Product A,13079.232458444654
2014-02-17,Canada,Admin,Product A,8124.0
2014-02-17,Canada,Utilities,Product A,4595.0
2014-02-17,Canada,Revenue,Product B,44363.800655371975
2014-02-17,Canada,Labor,Product B,13051.0
2014-02-17,Canada,Raw Materials,Product B,15479.800655371972
2014-02-17,Canada,Admin,Product B,9869.0
2014-02-17,Canada,Utilities,Product B,3876.0
2014-02-17,Canada,Revenue,Overhead,53734.59035894871
2014-02-17,Canada,Labor,Overhead,19183.0
2014-02-17,Canada,Raw Materials,Overhead,19423.590358948713
2014-02-17,Canada,Admin,Overhead,9364.0
2014-02-17,Canada,Utilities,Overhead,3369.0
2014-02-17,Mexico,Revenue,Product A,76258.0
2014-02-17,Mexico,Labor,Product A,10635.0
2014-02-17,Mexico,Raw Materials,Product A,11547.887573181517
2014-02-17,Mexico,Admin,Product A,5830.0
2014-02-17,Mexico,Utilities,Product A,4810.0
2014-02-17,Mexico,Revenue,Product B,43332.89299985263
2014-02-17,Mexico,Labor,Product B,15177.0
2014-02-17,Mexico,Raw Materials,Product B,12617.89299985263
2014-02-17,Mexico,Admin,Product B,7838.0
2014-02-17,Mexico,Utilities,Product B,4150.0
2014-02-17,Mexico,Revenue,Overhead,50347.02330297593
2014-02-17,Mexico,Labor,Overhead,17560.0
2014-02-17,Mexico,Raw Materials,Overhead,18884.023302975933
2014-02-17,Mexico,Admin,Overhead,5512.0
2014-02-17,Mexico,Utilities,Overhead,6822.0
2014-02-24,United States,Revenue,Product A,70056.0
2014-02-24,United States,Labor,Product A,17805.0
2014-02-24,United States,Raw Materials,Product A,14912.56557195896
2014-02-24,United States,Admin,Product A,9992.0
2014-02-24,United States,Utilities,Product A,6343.0
2014-02-24,United States,Revenue,Product B,43560.22255679894
2014-02-24,United States,Labor,Product B,14070.0
2014-02-24,United States,Raw Materials,Product B,14954.222556798939
2014-02-24,United States,Admin,Product B,7294.0
2014-02-24,United States,Utilities,Product B,6147.0
2014-02-24,United States,Revenue,Overhead,44333.10187924073
2014-02-24,United States,Labor,Overhead,14249.0
2014-02-24,United States,Raw Materials,Overhead,13428.10187924073
2014-02-24,United States,Admin,Overhead,7744.0
2014-02-24,United States,Utilities,Overhead,6356.0
2014-02-24,Canada,Revenue,Product A,63296.0
2014-02-24,Canada,Labor,Product A,19435.0
2014-02-24,Canada,Raw Materials,Product A,15905.624539077106
2014-02-24,Canada,Admin,Product A,8059.0
2014-02-24,Canada,Utilities,Product A,3452.0
2014-02-24,Canada,Revenue,Product B,46211.0
2014-02-24,Canada,Labor,Product B,16617.0
2014-02-24,Canada,Raw Materials,Product B,16561.27239872656
2014-02-24,Canada,Admin,Product B,6757.0
2014-02-24,Canada,Utilities,Product B,3356.0
2014-02-24,Canada,Revenue,Overhead,49325.926162866905
2014-02-24,Canada,Labor,Overhead,15881.0
2014-02-24,Canada,Raw Materials,Overhead,16616.9261628669
2014-02-24,Canada,Admin,Overhead,8251.0
2014-02-24,Canada,Utilities,Overhead,6294.0
2014-02-24,Mexico,Revenue,Product A,59823.0
2014-02-24,Mexico,Labor,Product A,16905.0
2014-02-24,Mexico,Raw Materials,Product A,19835.89631523346
2014-02-24,Mexico,Admin,Product A,6348.0
2014-02-24,Mexico,Utilities,Product A,3515.0
2014-02-24,Mexico,Revenue,Product B,42691.64972438222
2014-02-24,Mexico,Labor,Product B,12839.0
2014-02-24,Mexico,Raw Materials,Product B,15118.649724382225
2014-02-24,Mexico,Admin,Product B,5895.0
2014-02-24,Mexico,Utilities,Product B,5207.0
2014-02-24,Mexico,Revenue,Overhead,35271.588121652465
2014-02-24,Mexico,Labor,Overhead,10851.0
2014-02-24,Mexico,Raw Materials,Overhead,11178.588121652465
2014-02-24,Mexico,Admin,Overhead,7427.0
2014-02-24,Mexico,Utilities,Overhead,4568.0
2014-03-03,United States,Revenue,Product A,78074.0
2014-03-03,United States,Labor,Product A,14000.0
2014-03-03,United States,Raw Materials,Product A,15742.743389721616
2014-03-03,United States,Admin,Product A,8913.0
2014-03-03,United States,Utilities,Product A,4066.0
2014-03-03,United States,Revenue,Product B,52359.56522380498
2014-03-03,United States,Labor,Product B,17723.0
2014-03-03,United States,Raw Materials,Product B,16120.565223804982
2014-03-03,United States,Admin,Product B,8373.0
2014-03-03,United States,Utilities,Product B,6969.0
2014-03-03,United States,Revenue,Overhead,54249.825328949155
2014-03-03,United States,Labor,Overhead,18945.0
2014-03-03,United States,Raw Materials,Overhead,20331.82532894915
2014-03-03,United States,Admin,Overhead,5775.0
2014-03-03,United States,Utilities,Overhead,5652.0
2014-03-03,Canada,Revenue,Product A,91576.0
2014-03-03,Canada,Labor,Product A,19817.0
2014-03-03,Canada,Raw Materials,Product A,18553.662837229138
2014-03-03,Canada,Admin,Product A,5825.0
2014-03-03,Canada,Utilities,Product A,6572.0
2014-03-03,Canada,Revenue,Product B,47471.08204901971
2014-03-03,Canada,Labor,Product B,15745.0
2014-03-03,Canada,Raw Materials,Product B,16557.082049019707
2014-03-03,Canada,Admin,Product B,5728.0
2014-03-03,Canada,Utilities,Product B,6348.0
2014-03-03,Canada,Revenue,Overhead,48283.536561445566
2014-03-03,Canada,Labor,Overhead,17164.0
2014-03-03,Canada,Raw Materials,Overhead,15667.536561445562
2014-03-03,Canada,Admin,Overhead,7504.0
2014-03-03,Canada,Utilities,Overhead,5967.0
2014-03-03,Mexico,Revenue,Product A,70463.0
2014-03-03,Mexico,Labor,Product A,12786.0
2014-03-03,Mexico,Raw Materials,Product A,15294.639498248243
2014-03-03,Mexico,Admin,Product A,7143.0
2014-03-03,Mexico,Utilities,Product A,4687.0
2014-03-03,Mexico,Revenue,Product B,52980.7230456374
2014-03-03,Mexico,Labor,Product B,16806.0
2014-03-03,Mexico,Raw Materials,Product B,19701.7230456374
2014-03-03,Mexico,Admin,Product B,8440.0
2014-03-03,Mexico,Utilities,Product B,6766.0
2014-03-03,Mexico,Revenue,Overhead,49513.25305937549
2014-03-03,Mexico,Labor,Overhead,15644.0
2014-03-03,Mexico,Raw Materials,Overhead,17145.25305937549
2014-03-03,Mexico,Admin,Overhead,8952.0
2014-03-03,Mexico,Utilities,Overhead,5109.0
2014-03-10,United States,Revenue,Product A,53479.262566306454
2014-03-10,United States,Labor,Product A,18787.0
2014-03-10,United States,Raw Materials,Product A,21240.262566306454
2014-03-10,United States,Admin,Product A,5395.0
2014-03-10,United States,Utilities,Product A,5492.0
2014-03-10,United States,Revenue,Product B,50893.11628290531
2014-03-10,United States,Labor,Product B,17400.0
2014-03-10,United States,Raw Materials,Product B,19816.116282905303
2014-03-10,United States,Admin,Product B,6819.0
2014-03-10,United States,Utilities,Product B,3717.0
2014-03-10,United States,Revenue,Overhead,45722.864220862335
2014-03-10,United States,Labor,Overhead,12782.0
2014-03-10,United States,Raw Materials,Overhead,15085.864220862337
2014-03-10,United States,Admin,Overhead,9980.0
2014-03-10,United States,Utilities,Overhead,6140.0
2014-03-10,Canada,Revenue,Product A,81667.0
2014-03-10,Canada,Labor,Product A,17266.0
2014-03-10,Canada,Raw Materials,Product A,17973.49801064349
2014-03-10,Canada,Admin,Product A,8636.0
2014-03-10,Canada,Utilities,Product A,6222.0
2014-03-10,Canada,Revenue,Product B,44244.0
2014-03-10,Canada,Labor,Product B,11167.0
2014-03-10,Canada,Raw Materials,Product B,12460.666320234714
2014-03-10,Canada,Admin,Product B,7982.0
2014-03-10,Canada,Utilities,Product B,5445.0
2014-03-10,Canada,Revenue,Overhead,49744.52110189139
2014-03-10,Canada,Labor,Overhead,14729.0
2014-03-10,Canada,Raw Materials,Overhead,14384.521101891389
2014-03-10,Canada,Admin,Overhead,9330.0
2014-03-10,Canada,Utilities,Overhead,6914.0
2014-03-10,Mexico,Revenue,Product A,98136.0
2014-03-10,Mexico,Labor,Product A,16801.0
2014-03-10,Mexico,Raw Materials,Product A,19950.528524283774
2014-03-10,Mexico,Admin,Product A,7539.0
2014-03-10,Mexico,Utilities,Product A,5960.0
2014-03-10,Mexico,Revenue,Product B,40236.77912199672
2014-03-10,Mexico,Labor,Product B,11542.0
2014-03-10,Mexico,Raw Materials,Product B,11200.779121996718
2014-03-10,Mexico,Admin,Product B,7993.0
2014-03-10,Mexico,Utilities,Product B,5842.0
2014-03-10,Mexico,Revenue,Overhead,40792.43829755063
2014-03-10,Mexico,Labor,Overhead,12681.0
2014-03-10,Mexico,Raw Materials,Overhead,10888.43829755063
2014-03-10,Mexico,Admin,Overhead,7386.0
2014-03-10,Mexico,Utilities,Overhead,6719.0
2014-03-17,United States,Revenue,Product A,91459.0
2014-03-17,United States,Labor,Product A,19580.0
2014-03-17,United States,Raw Materials,Product A,18566.869295827888
2014-03-17,United States,Admin,Product A,9312.0
2014-03-17,United States,Utilities,Product A,4324.0
2014-03-17,United States,Revenue,Product B,53476.868967564384
2014-03-17,United States,Labor,Product B,19347.0
2014-03-17,United States,Raw Materials,Product B,18187.868967564387
2014-03-17,United States,Admin,Product B,6810.0
2014-03-17,United States,Utilities,Product B,5492.0
2014-03-17,United States,Revenue,Overhead,39235.90324773432
2014-03-17,United States,Labor,Overhead,12923.0
2014-03-17,United States,Raw Materials,Overhead,13224.903247734323
2014-03-17,United States,Admin,Overhead,8602.0
2014-03-17,United States,Utilities,Overhead,3038.0
2014-03-17,Canada,Revenue,Product A,59435.0
2014-03-17,Canada,Labor,Product A,14268.0
2014-03-17,Canada,Raw Materials,Product A,11479.197521416614
2014-03-17,Canada,Admin,Product A,5455.0
2014-03-17,Canada,Utilities,Product A,3828.0
2014-03-17,Canada,Revenue,Product B,54635.131130474874
2014-03-17,Canada,Labor,Product B,19086.0
2014-03-17,Canada,Raw Materials,Product B,20225.131130474874
2014-03-17,Canada,Admin,Product B,6996.0
2014-03-17,Canada,Utilities,Product B,5395.0
2014-03-17,Canada,Revenue,Overhead,34671.256226926795
2014-03-17,Canada,Labor,Overhead,10504.0
2014-03-17,Canada,Raw Materials,Overhead,9978.256226926795
2014-03-17,Canada,Admin,Overhead,5823.0
2014-03-17,Canada,Utilities,Overhead,3928.0
2014-03-17,Mexico,Revenue,Product A,52105.0
2014-03-17,Mexico,Labor,Product A,15029.0
2014-03-17,Mexico,Raw Materials,Product A,14646.276485285971
2014-03-17,Mexico,Admin,Product A,6852.0
2014-03-17,Mexico,Utilities,Product A,3814.0
